feature,importance
vix_change_1d,0.050259084
return_21d,0.04959859
atr_ratio,0.049339563
vix_close,0.049077246
price_to_sma200,0.04651819
bollinger_upper,0.046408292
rsi,0.044819586
sma200,0.04481223
bollinger_lower,0.04478598
rsi_slope,0.04456485
return_5d,0.044180978
atr,0.0441797
stochastic_oscillator,0.043668907
ma21,0.04315723
return_1d,0.04254584
macd,0.042145327
Close_FFD,0.041082874
volume_ratio,0.040697962
vix_ma5,0.03984299
ma7,0.038808137
volatility_21d,0.038394615
ma_spread,0.03738333
mean_sentiment_score,0.03372854
positive,0.0
negative,0.0
neutral,0.0
