feature,importance
atr_ratio,0.05042288
vix_close,0.046723828
volume_ratio,0.046385724
price_to_sma200,0.04612511
macd,0.045857046
ma7,0.04571005
vix_ma5,0.04513027
Close_FFD,0.04511004
return_21d,0.044435237
rsi,0.043904435
rsi_slope,0.04377908
atr,0.043591917
volatility_21d,0.04344558
ma_spread,0.043078963
bollinger_lower,0.042713434
return_1d,0.042386066
sma200,0.042063452
vix_change_1d,0.041983165
return_5d,0.04189764
stochastic_oscillator,0.04185519
mean_sentiment_score,0.040062185
bollinger_upper,0.03919477
ma21,0.03414387
positive,0.0
negative,0.0
neutral,0.0
