feature,importance
return_21d,0.051481422
return_1d,0.050701063
macd,0.04778498
Close_FFD,0.04770142
return_5d,0.04728559
vix_change_1d,0.04607295
ma7,0.045909923
volume_ratio,0.04499375
price_to_sma200,0.044531252
atr,0.044520285
sma200,0.04443964
stochastic_oscillator,0.044309244
bollinger_upper,0.044285033
atr_ratio,0.042585522
rsi_slope,0.042254746
ma21,0.04218063
bollinger_lower,0.041306395
ma_spread,0.041267347
volatility_21d,0.041106164
vix_ma5,0.041039776
vix_close,0.038718358
rsi,0.038649943
mean_sentiment_score,0.026874615
positive,0.0
negative,0.0
neutral,0.0
