feature,importance
vix_close,0.051175505
Close_FFD,0.05036571
ma_spread,0.049590603
vix_change_1d,0.04937348
vix_ma5,0.048077546
sma200,0.04657359
macd,0.04640563
volatility_21d,0.04626724
return_21d,0.045979198
price_to_sma200,0.04523967
return_5d,0.045048255
rsi_slope,0.04499649
return_1d,0.043865576
stochastic_oscillator,0.043035246
atr,0.042183615
rsi,0.04146079
ma21,0.04110996
bollinger_upper,0.04022252
volume_ratio,0.039048143
ma7,0.037675124
bollinger_lower,0.03708645
atr_ratio,0.036927328
mean_sentiment_score,0.028292386
positive,0.0
negative,0.0
neutral,0.0
