feature,importance
bollinger_upper,0.051174637
return_1d,0.048852377
Close_FFD,0.048683032
macd,0.048005216
return_5d,0.04775689
ma21,0.047277205
return_21d,0.04699267
volume_ratio,0.04683077
vix_close,0.044081062
ma_spread,0.043570574
price_to_sma200,0.043469444
volatility_21d,0.043339662
atr,0.043024722
vix_change_1d,0.042082127
rsi,0.041729845
bollinger_lower,0.04171456
vix_ma5,0.040827308
atr_ratio,0.04054202
rsi_slope,0.038894907
sma200,0.038377155
stochastic_oscillator,0.037946902
ma7,0.0378875
mean_sentiment_score,0.036939424
positive,0.0
negative,0.0
neutral,0.0
