feature,importance
sma200,0.051609896
return_1d,0.049414843
ma21,0.046363495
atr,0.045241915
return_21d,0.0451452
bollinger_upper,0.044440214
vix_close,0.04379383
atr_ratio,0.043510757
rsi,0.043296073
ma_spread,0.04302129
macd,0.04285477
vix_ma5,0.042242482
bollinger_lower,0.04184485
volume_ratio,0.04180678
price_to_sma200,0.041707914
ma7,0.040481325
stochastic_oscillator,0.040312346
vix_change_1d,0.03994216
volatility_21d,0.039781395
rsi_slope,0.03888253
return_5d,0.03769622
Close_FFD,0.037519418
mean_sentiment_score,0.03551353
neutral,0.023576707
negative,0.0
positive,0.0
