feature,importance
bollinger_lower,0.05383118
vix_close,0.05273536
price_to_sma200,0.05105939
volume_ratio,0.050989594
ma21,0.050709534
atr_ratio,0.050554838
sma200,0.0501507
macd,0.048937712
ma7,0.047770645
vix_change_1d,0.04727525
bollinger_upper,0.04688716
rsi_slope,0.046681534
stochastic_oscillator,0.044738106
rsi,0.0441087
return_5d,0.042952083
volatility_21d,0.042707168
vix_ma5,0.041704785
ma_spread,0.040759414
return_1d,0.03990023
atr,0.039683934
return_21d,0.032952856
mean_sentiment_score,0.032909773
positive,0.0
negative,0.0
neutral,0.0
